Survived,Pclass,Sex,Age,SibSp,Parch,FamilySize,IsAlone,Has_Cabin,Fare_Log,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,Embarked_Q,Embarked_S
0,3,0,0.04581524729881069,1,0,2,0,0,2.803360380906535,0,1,0,0,1,0
1,3,1,-0.6328695994474642,0,0,1,1,0,2.169053700369523,1,0,0,0,1,0
0,3,0,0.04581524729881069,2,0,3,0,0,3.1214482048688246,0,1,0,0,0,0
0,3,1,-0.8590978816962226,1,0,2,0,0,2.9338568698359038,0,0,1,0,0,1
0,3,0,-1.6886015832750032,4,1,6,0,0,3.705920919968788,0,0,0,0,0,1
0,3,0,-0.6328695994474642,0,0,1,1,0,2.174751721484161,0,1,0,0,0,1
1,1,1,1.4785943682076135,1,0,2,0,1,4.353230991152628,0,0,1,0,0,0
1,2,1,-0.029594180117442085,1,0,2,0,0,3.295836866004329,0,0,1,0,0,1
0,1,0,2.6851452068676576,0,1,2,0,1,4.142804513146981,0,1,0,0,0,0
1,1,0,0.04581524729881069,0,0,1,1,1,3.597312260588446,0,1,0,0,0,1
1,2,1,-0.6328695994474642,0,0,1,1,0,2.4423470353692043,1,0,0,0,0,1
0,3,0,-0.06729889382556847,0,0,1,1,0,2.1076888046179385,0,1,0,0,0,0
1,2,1,-1.8394204381075085,1,2,4,0,0,3.3586377672433594,1,0,0,0,0,1
0,3,0,-1.386963873609992,5,2,8,0,0,3.8691155044168695,0,0,0,0,0,1
0,3,0,-0.5574601720312115,0,0,1,1,0,2.1076888046179385,0,1,0,0,0,0
1,1,1,0.6490906666288329,0,0,1,1,1,4.394449154672439,1,0,0,0,0,1
0,1,0,1.1769566585426023,1,0,2,0,1,4.436455632600354,0,1,0,0,0,1
0,3,0,-1.9148298655237614,3,2,6,0,0,3.3638415951183864,0,0,0,0,0,1
0,1,0,0.04581524729881069,0,0,1,1,0,3.357621598945279,0,1,0,0,0,0
1,3,0,-1.9525345792318878,1,1,3,0,0,2.7878344138303452,0,0,0,0,0,0
1,2,1,-0.029594180117442085,0,0,1,1,1,2.4423470353692043,0,0,1,0,0,1
0,3,0,-0.7836884542799698,0,0,1,1,0,2.2146605719425225,0,1,0,0,0,1
1,3,1,-0.9345073091124754,4,2,7,0,0,2.188856327665703,1,0,0,0,0,1
0,3,0,-0.25582246236620043,2,0,3,0,0,2.2682524139135403,0,1,0,0,0,1
0,2,0,0.19663410213131624,0,0,1,1,0,2.4423470353692043,0,1,0,0,0,1
0,3,1,-1.009916736528728,5,2,8,0,0,3.8691155044168695,1,0,0,0,0,1
0,2,0,-0.6328695994474642,0,0,1,1,0,4.310799125385514,0,1,0,0,0,1
0,3,0,-0.25582246236620043,1,0,2,0,0,2.737880811060884,0,1,0,0,0,0
1,3,0,0.19663410213131624,0,0,1,1,0,4.05171190165724,0,1,0,0,0,1
0,3,0,-0.33123188978245316,0,0,1,1,1,2.157559320943788,0,1,0,0,0,1
0,3,0,0.04581524729881069,0,0,1,1,0,2.1855792552411137,0,1,0,0,0,1
0,3,0,0.04581524729881069,0,0,1,1,0,2.2027647577118348,0,1,0,0,0,1
1,2,0,-2.1538777504332827,0,2,3,0,0,3.4011973816621555,0,0,0,0,0,1
1,3,1,0.04581524729881069,0,0,1,1,0,2.600836116795061,1,0,0,0,0,1
0,3,0,-0.5574601720312115,0,0,1,1,0,2.302585092994046,0,1,0,0,0,1
1,3,0,-0.029594180117442085,0,0,1,1,0,2.3513752571634776,0,1,0,0,0,1
1,3,1,-0.6328695994474642,0,0,1,1,0,2.1733302571367834,1,0,0,0,1,0
0,1,0,-0.10500360753369486,0,0,1,1,0,3.8732821771117156,0,1,0,0,0,1
1,2,1,-0.9345073091124754,0,0,1,1,0,2.4423470353692043,1,0,0,0,0,1
1,3,1,0.272043529547569,3,0,4,0,0,2.8243506567983707,0,0,1,0,0,1
0,3,0,-1.009916736528728,1,3,5,0,0,3.5660053559634015,0,1,0,0,0,1
0,3,0,0.04581524729881069,0,0,1,1,0,2.2027647577118348,0,1,0,0,0,1
1,1,1,-0.4820507446149587,3,2,6,0,1,5.575949103146316,1,0,0,0,0,1
0,3,0,-0.40664131719870594,0,0,1,1,0,2.2027647577118348,0,1,0,0,0,1
0,3,0,-0.029594180117442085,0,0,1,1,0,2.2027647577118348,0,1,0,0,0,1
0,3,0,-0.708279026863717,0,0,1,1,0,2.180891922715322,0,1,0,0,0,1
0,1,0,1.252366085958855,1,0,2,0,1,4.1299529896894684,0,1,0,0,0,1
0,3,0,-0.25582246236620043,1,2,4,0,0,3.0715352369694915,0,1,0,0,0,1
0,3,0,2.232688642370141,0,0,1,1,0,2.1102132003465894,0,1,0,0,0,1
0,3,0,0.04581524729881069,0,0,1,1,0,2.2027647577118348,0,1,0,0,0,1
0,1,0,3.137601771365174,0,0,1,1,1,3.57386695198272,0,1,0,0,0,0
1,1,0,-0.4820507446149587,0,1,2,0,1,4.164465907853638,0,1,0,0,0,0
1,2,1,0.3474529569638218,0,1,2,0,0,3.1780538303479458,0,0,1,0,0,1
0,2,0,0.3474529569638218,1,0,2,0,0,3.295836866004329,0,1,0,0,0,1
0,3,1,-0.10500360753369486,0,0,1,1,0,2.1855792552411137,1,0,0,0,0,1
0,3,0,0.04581524729881069,0,0,1,1,0,2.1855792552411137,0,1,0,0,0,1
0,1,0,-0.6328695994474642,0,1,2,0,1,4.360387947851531,0,1,0,0,0,1
0,3,0,0.272043529547569,0,0,1,1,0,2.267393053825037,0,1,0,0,0,1
0,3,0,0.5736812392125801,2,0,3,0,0,2.188856327665703,0,1,0,0,0,1
0,3,0,-0.10500360753369486,0,0,1,1,0,2.1855792552411137,0,1,0,0,0,1
1,3,1,-0.6328695994474642,0,0,1,1,0,2.157559320943788,1,0,0,0,0,1
1,3,0,0.04581524729881069,0,0,1,1,0,2.1719067693519296,0,1,0,0,0,1
0,3,0,0.6490906666288329,0,0,1,1,0,2.1855792552411137,0,1,0,0,0,1
1,3,1,-0.6328695994474642,1,0,2,0,0,3.224857896545748,1,0,0,0,1,0
0,1,0,1.327775513375108,0,0,1,1,1,3.970291913552122,0,1,0,0,0,1
0,3,1,-1.1230308776531073,1,0,2,0,0,2.737880811060884,1,0,0,0,0,0
0,3,0,-0.5574601720312115,0,0,1,1,0,2.2027647577118348,0,1,0,0,0,1
0,3,1,-0.708279026863717,1,0,2,0,0,2.3818582738885534,1,0,0,0,0,1
0,3,1,-0.9345073091124754,0,0,1,1,0,2.738146075922933,1,0,0,0,0,0
0,3,0,-0.6328695994474642,0,0,1,1,0,2.188856327665703,0,1,0,0,0,1
0,3,0,3.099897057657048,0,0,1,1,0,2.169053700369523,0,1,0,0,1,0
0,2,0,-0.029594180117442085,1,0,2,0,0,3.091042453358316,0,1,0,0,0,1
0,1,0,-0.40664131719870594,0,1,2,0,1,5.515526544247129,0,1,0,0,0,0
0,3,1,-2.065648720356267,4,2,7,0,0,3.4742929367327062,1,0,0,0,0,1
0,2,0,-0.6328695994474642,2,0,3,0,0,4.310799125385514,0,1,0,0,0,1
0,3,0,0.04581524729881069,0,0,1,1,0,2.2027647577118348,0,1,0,0,0,1
0,2,0,0.23433881583944263,1,0,2,0,0,3.436268471383741,0,1,0,0,0,0
1,2,1,0.23433881583944263,0,0,1,1,1,2.6390573296152584,1,0,0,0,0,1
0,1,0,1.8556415052888773,0,1,2,0,1,4.360387947851531,0,1,0,0,0,1
1,3,0,-1.3115544461937392,1,0,2,0,0,2.5048481563289,0,0,0,0,0,0
0,3,0,0.04581524729881069,0,0,1,1,0,2.169053700369523,0,1,0,0,1,0
1,3,0,-0.40664131719870594,0,0,1,1,0,2.0969990034181696,0,1,0,0,0,1
1,3,1,-0.6328695994474642,1,1,3,0,1,3.1509523813392697,1,0,0,0,0,0
0,3,0,1.1769566585426023,0,0,1,1,0,2.076311648670908,0,1,0,0,0,1
0,3,0,0.272043529547569,0,0,1,1,0,2.1855792552411137,0,1,0,0,0,0
0,3,0,-0.708279026863717,0,0,1,1,0,2.0856720914304723,0,1,0,0,0,1
0,3,1,1.327775513375108,1,0,2,0,0,2.740840023925201,0,0,1,0,0,1
1,2,1,-0.029594180117442085,1,0,2,0,0,3.295836866004329,0,0,1,0,0,1
0,2,0,-0.33123188978245316,0,0,1,1,0,2.6390573296152584,0,1,0,0,0,1
0,2,0,-0.4820507446149587,0,0,1,1,0,2.775447133088262,0,1,0,0,0,0
1,1,1,-0.7836884542799698,0,2,3,0,1,3.3062747934011893,1,0,0,0,0,1
0,1,0,0.5736812392125801,1,0,2,0,1,3.9908341858524357,0,1,0,0,0,1
0,3,0,-1.009916736528728,0,0,1,1,0,2.3240236363515288,0,1,0,0,0,1
0,1,0,-0.40664131719870594,0,0,1,1,1,4.384523514872469,0,1,0,0,0,0
0,3,1,0.42286238438007456,0,2,3,0,0,2.7878344138303452,0,0,1,0,0,0
1,3,1,-0.5574601720312115,0,0,1,1,0,2.169053700369523,1,0,0,0,0,1
1,3,1,-0.40664131719870594,1,0,2,0,0,2.8243506567983707,0,0,1,0,0,1
0,3,0,-0.7836884542799698,0,0,1,1,0,2.0476928433652555,0,1,0,0,1,0
0,2,0,-0.8590978816962226,0,0,1,1,0,2.5257286443082556,0,1,0,0,0,1
0,2,0,-0.7836884542799698,1,1,3,0,0,3.6309854756950335,0,1,0,0,0,1
1,3,0,-0.18041303494994762,0,0,1,1,0,2.174274334826008,0,1,0,0,0,1
0,3,1,-1.5377827284424976,2,2,5,0,0,3.5660053559634015,1,0,0,0,0,1
0,2,0,0.5359765255044537,0,2,3,0,1,3.295836866004329,0,1,0,0,0,1
0,2,0,0.950728376293844,0,0,1,1,0,2.6390573296152584,0,0,0,1,0,1
0,2,0,1.629413223040119,0,0,1,1,0,2.6045398247325453,0,0,0,1,0,1
1,1,1,-0.5574601720312115,1,0,2,0,1,4.213607983048918,0,0,1,0,0,1
0,3,0,1.9687556464132565,0,0,1,1,0,2.2027647577118348,0,1,0,0,0,1
0,3,0,0.8376142351694648,0,2,3,0,0,2.740840023925201,0,1,0,0,0,1
0,3,0,0.04581524729881069,0,0,1,1,0,2.1177604059819726,0,1,0,0,0,1
0,1,0,1.629413223040119,0,1,2,0,0,4.133231886474144,0,1,0,0,0,0
1,3,1,-1.009916736528728,0,0,1,1,0,2.167143305297764,1,0,0,0,1,0
0,3,0,0.04581524729881069,0,0,1,1,0,2.2027647577118348,0,1,0,0,0,1
0,3,0,0.04581524729881069,0,0,1,1,0,2.2682524139135403,0,1,0,0,0,1
0,3,0,-1.9525345792318878,8,2,11,0,0,4.256321678298823,0,0,0,0,0,1
0,3,0,1.1015472311263494,0,1,2,0,0,2.8390784635086144,0,1,0,0,0,1
1,2,1,0.7999095214613384,0,0,1,1,0,2.8183982582710754,0,0,1,0,0,1
0,3,0,-0.25582246236620043,0,0,1,1,0,2.1719067693519296,0,1,0,0,0,1
0,3,0,-0.9345073091124754,0,0,1,1,0,2.2682524139135403,0,1,0,0,0,1
0,3,0,-2.1410581477725197,4,1,6,0,0,3.705920919968788,0,0,0,0,0,1
1,3,0,-1.5377827284424976,0,2,3,0,0,3.0692150503137943,0,0,0,0,0,1
1,1,1,0.42286238438007456,0,1,2,0,1,4.02535169073515,0,0,1,0,0,1
0,3,1,1.1769566585426023,1,4,6,0,0,3.3638415951183864,0,0,1,0,0,1
0,1,0,0.04581524729881069,0,0,1,1,0,3.2930552230424524,0,1,0,0,0,1
0,3,0,-0.10500360753369486,0,0,1,1,0,4.05171190165724,0,1,0,0,0,1
0,1,0,2.383507497202647,0,0,1,1,1,3.5409593240373143,0,1,0,0,0,1
0,3,0,-1.9148298655237614,4,1,6,0,0,3.405355391810819,0,0,0,0,1,0
1,3,1,-2.1410581477725197,1,1,3,0,0,2.495953738718064,1,0,0,0,0,1
0,3,0,-0.6328695994474642,0,0,1,1,0,2.188856327665703,0,1,0,0,0,1
0,1,0,2.0064603601213826,0,0,1,1,1,3.4561841799918147,0,1,0,0,0,0
0,3,0,-0.8590978816962226,1,1,3,0,0,2.180891922715322,0,1,0,0,0,1
0,3,0,-1.9525345792318878,3,1,5,0,0,3.275887339030031,0,0,0,0,0,1
0,1,1,1.5540037956238661,0,0,1,1,1,3.391567832686312,1,0,0,0,0,0
0,2,0,0.04581524729881069,0,0,1,1,0,2.6390573296152584,0,1,0,0,0,1
0,3,0,0.49827181179632735,0,0,1,1,0,0.0,0,1,0,0,0,1
0,3,1,-0.6328695994474642,8,2,11,0,0,4.256321678298823,1,0,0,0,0,1
0,2,0,0.04581524729881069,0,0,1,1,0,2.775708849576025,0,1,0,0,0,0
0,3,0,-1.5377827284424976,4,2,7,0,0,3.4777725458882283,0,0,0,0,0,1
1,2,0,-2.1410581477725197,2,1,4,0,1,3.6888794541139363,0,0,0,0,0,1
1,3,1,-1.9148298655237614,0,2,3,0,0,3.1365805821413706,1,0,0,0,0,1
0,1,0,0.04581524729881069,0,0,1,1,1,3.9318256327243257,0,1,0,0,0,1
1,3,1,0.42286238438007456,1,0,2,0,0,2.803360380906535,0,0,1,0,1,0
1,1,0,1.1769566585426023,0,0,1,1,0,3.3160025355989236,0,1,0,0,0,1
0,3,0,0.7999095214613384,1,1,3,0,0,2.803360380906535,0,1,0,0,1,0
0,3,0,0.49827181179632735,0,0,1,1,0,2.1855792552411137,0,1,0,0,0,1
1,2,1,0.19663410213131624,0,0,1,1,0,2.6390573296152584,0,0,1,0,0,1
0,2,0,-0.7836884542799698,0,0,1,1,0,2.6390573296152584,0,1,0,0,0,1
1,3,1,-0.7836884542799698,1,0,2,0,0,2.180891922715322,1,0,0,0,0,1
1,2,0,-1.9902392929400141,1,1,3,0,1,3.295836866004329,0,0,0,0,0,1
1,1,1,1.1015472311263494,0,0,1,1,1,3.357621598945279,0,0,1,0,0,0
1,1,1,2.1572792149538884,0,0,1,1,1,4.993969182787072,1,0,0,0,0,0
0,3,0,0.04581524729881069,0,0,1,1,0,2.169053700369523,0,1,0,0,1,0
0,3,0,0.950728376293844,0,1,2,0,0,2.2411563979973974,0,1,0,0,0,1
1,3,1,-0.6328695994474642,0,0,1,1,0,2.169053700369523,1,0,0,0,1,0
0,2,1,-0.40664131719870594,0,0,1,1,0,2.6390573296152584,1,0,0,0,0,1
0,3,0,-0.10500360753369486,0,0,1,1,0,2.3513752571634776,0,1,0,0,0,1
0,3,0,0.04581524729881069,8,2,11,0,0,4.256321678298823,0,1,0,0,0,1
0,3,0,0.3474529569638218,0,0,1,1,0,2.0143428636837015,0,1,0,0,0,1
0,3,0,1.2146613722507287,0,0,1,1,0,2.1071782966514356,0,1,0,0,0,0
1,3,0,-0.8590978816962226,0,0,1,1,0,2.2027647577118348,0,1,0,0,0,1
0,3,1,-2.065648720356267,0,1,2,0,1,2.4390808375825834,1,0,0,0,0,1
0,3,0,0.19663410213131624,1,0,2,0,0,2.8243506567983707,0,1,0,0,0,1
1,3,0,-0.25582246236620043,0,0,1,1,0,2.9850504252071306,0,1,0,0,0,0
1,3,1,-1.009916736528728,0,0,1,1,0,2.169053700369523,1,0,0,0,1,0
1,1,0,0.7999095214613384,0,0,1,1,1,3.4657359027997265,0,1,0,0,0,0
0,3,0,-0.40664131719870594,0,0,1,1,0,2.0856720914304723,0,1,0,0,0,1
1,2,1,0.42286238438007456,0,0,1,1,0,3.091042453358316,1,0,0,0,0,1
0,3,0,-0.5574601720312115,0,0,1,1,0,2.1102132003465894,0,1,0,0,0,1
0,2,0,0.04581524729881069,0,0,1,1,0,2.6390573296152584,0,1,0,0,0,1
0,3,0,0.04581524729881069,1,0,2,0,0,2.169053700369523,0,1,0,0,1,0
1,1,1,0.12122467471506346,1,0,2,0,1,4.738607824217808,1,0,0,0,0,0
1,3,1,-0.18041303494994762,0,0,1,1,0,2.188856327665703,1,0,0,0,0,1
0,2,0,0.950728376293844,1,0,2,0,0,3.332204510175204,0,1,0,0,0,1
1,1,1,0.19663410213131624,0,0,1,1,1,4.347586575960343,1,0,0,0,0,0
0,2,0,0.04581524729881069,0,0,1,1,0,2.4423470353692043,0,1,0,0,0,1
1,3,0,-1.009916736528728,0,0,1,1,0,2.2027647577118348,0,1,0,0,0,1
0,2,0,-0.18041303494994762,0,0,1,1,0,2.6390573296152584,0,1,0,0,0,1
0,3,0,1.629413223040119,0,0,1,1,0,2.2027647577118348,0,1,0,0,0,1
0,3,0,0.04581524729881069,0,0,1,1,0,2.1855792552411137,0,1,0,0,0,1
1,1,0,0.6490906666288329,1,0,2,0,1,4.51085950651685,0,1,0,0,0,1
0,3,0,-0.5574601720312115,0,0,1,1,0,2.336986519711378,0,1,0,0,0,1
1,2,0,-0.7836884542799698,0,0,1,1,0,2.4423470353692043,0,1,0,0,0,1
0,3,0,-0.6705743131555907,0,0,1,1,0,2.1102132003465894,0,1,0,0,0,1
0,2,0,-0.8590978816962226,0,0,1,1,0,2.6390573296152584,0,1,0,0,0,1
0,3,1,-0.6328695994474642,3,1,5,0,0,3.275887339030031,1,0,0,0,0,1
1,1,1,0.42286238438007456,1,0,2,0,1,4.436455632600354,0,0,1,0,0,1
0,3,0,-0.029594180117442085,0,0,1,1,0,2.1719067693519296,0,1,0,0,0,1
0,2,0,2.232688642370141,0,0,1,1,0,2.6741486494265287,0,1,0,0,0,1
1,3,1,-1.8394204381075085,4,2,7,0,0,3.4777725458882283,1,0,0,0,0,1
0,2,0,-0.40664131719870594,0,0,1,1,0,2.4423470353692043,0,1,0,0,0,1
0,3,1,-0.6328695994474642,0,0,1,1,0,2.145931282948669,1,0,0,0,0,1
0,2,0,1.1015472311263494,1,0,2,0,0,3.295836866004329,0,1,0,0,0,1
1,2,1,-1.6131921558587503,0,2,3,0,0,3.305053521109253,1,0,0,0,0,1
0,2,0,-0.7836884542799698,0,0,1,1,0,2.4423470353692043,0,1,0,0,0,1
0,2,0,0.272043529547569,0,0,1,1,0,2.5858825671280026,0,1,0,0,0,1
0,3,1,-0.6328695994474642,1,0,2,0,0,2.737880811060884,1,0,0,0,0,0
1,3,1,-0.6328695994474642,1,0,2,0,0,2.803360380906535,1,0,0,0,1,0
0,2,0,-0.029594180117442085,0,0,1,1,0,2.4423470353692043,0,1,0,0,0,1
0,3,0,-0.5574601720312115,0,0,1,1,0,2.094945728215801,0,1,0,0,0,1
0,3,0,0.04581524729881069,0,0,1,1,0,2.1071782966514356,0,1,0,0,0,0
0,1,0,1.1015472311263494,2,0,3,0,1,4.51085950651685,0,0,0,1,1,0
0,3,1,-0.33123188978245316,0,0,1,1,0,2.1719067693519296,1,0,0,0,0,1
1,2,1,-0.40664131719870594,0,2,3,0,0,2.740840023925201,0,0,1,0,0,1
1,1,0,0.5736812392125801,1,1,3,0,1,3.9806942251907276,0,1,0,0,0,1
0,2,0,1.8556415052888773,1,0,2,0,0,3.295836866004329,0,0,0,1,0,1
0,3,0,0.04581524729881069,0,0,1,1,0,2.1102132003465894,0,1,0,0,0,1
0,3,1,-0.029594180117442085,1,1,3,0,1,2.4390808375825834,0,0,1,0,0,1
0,1,0,2.458916924618899,0,0,1,1,1,3.3160025355989236,0,1,0,0,0,1
0,3,0,0.04581524729881069,1,0,2,0,0,2.8390784635086144,0,1,0,0,0,1
0,3,1,0.8753189488775912,0,2,3,0,0,3.0545906305603445,0,0,1,0,0,1
1,3,1,-0.029594180117442085,0,2,3,0,0,2.7878344138303452,0,0,1,0,0,0
1,1,1,0.42286238438007456,0,0,1,1,0,4.384523514872469,0,0,1,0,0,0
1,1,1,0.04581524729881069,0,0,1,1,1,4.471638793363569,1,0,0,0,0,1
1,1,1,0.42286238438007456,0,0,1,1,0,6.240917354759096,1,0,0,0,0,0
1,2,1,1.5540037956238661,0,1,2,0,0,3.295836866004329,0,0,1,0,0,1
0,3,0,0.04581524729881069,0,0,1,1,0,2.169053700369523,0,1,0,0,1,0
1,3,0,-1.9902392929400141,4,2,7,0,0,3.4777725458882283,0,0,0,0,0,1
0,1,0,1.7048226504563717,1,1,3,0,1,4.390118804571218,0,1,0,0,0,1
0,1,0,0.7999095214613384,0,0,1,1,1,0.0,0,1,0,0,0,1
0,3,1,-0.6328695994474642,0,0,1,1,0,2.169053700369523,1,0,0,0,1,0
0,2,0,0.49827181179632735,0,0,1,1,0,2.4423470353692043,0,1,0,0,0,1
0,3,0,-1.009916736528728,4,1,6,0,0,3.705920919968788,0,1,0,0,0,1
1,3,0,-0.33123188978245316,1,0,2,0,0,2.1719067693519296,0,1,0,0,0,1
1,1,1,2.1572792149538884,0,1,2,0,1,5.039951348430309,0,0,1,0,0,1
1,1,1,0.42286238438007456,0,0,1,1,1,4.91730069488021,1,0,0,0,0,1
0,1,0,0.04581524729881069,0,0,1,1,0,3.4657359027997265,0,1,0,0,0,1
1,3,0,-0.33123188978245316,0,0,1,1,0,0.0,0,1,0,0,0,1
1,2,1,0.8753189488775912,0,1,2,0,0,3.0204248861443626,0,0,1,0,0,1
0,1,0,0.5736812392125801,0,1,2,0,1,3.4242626545931514,0,1,0,0,0,0
1,3,1,-0.6328695994474642,0,0,1,1,0,2.169053700369523,1,0,0,0,1,0
1,1,1,2.5343263520351518,1,0,2,0,1,4.368919865004903,1,0,0,0,0,1
0,3,1,1.1769566585426023,0,0,1,1,0,2.169053700369523,1,0,0,0,0,1
0,2,0,0.04581524729881069,0,0,1,1,0,0.0,0,1,0,0,0,1
0,3,0,-1.6886015832750032,4,1,6,0,0,3.405355391810819,0,0,0,0,1,0
1,3,1,0.42286238438007456,1,1,3,0,0,3.056356895370426,0,0,1,0,0,1
0,3,0,2.6851452068676576,0,0,1,1,0,2.169053700369523,0,1,0,0,1,0
0,3,0,-0.10500360753369486,0,0,1,1,0,2.180891922715322,0,1,0,0,0,1
0,3,0,-1.009916736528728,0,0,1,1,0,2.3513752571634776,0,1,0,0,0,1
1,3,0,-0.7836884542799698,0,0,1,1,0,2.2027647577118348,0,1,0,0,0,1
0,1,0,0.04581524729881069,0,0,1,1,1,3.295836866004329,0,1,0,0,0,1
0,3,0,0.272043529547569,0,0,1,1,0,2.2682524139135403,0,1,0,0,0,0
1,3,0,0.04581524729881069,0,0,1,1,0,2.3513752571634776,0,1,0,0,0,1
0,3,0,-0.5574601720312115,0,0,1,1,0,2.1855792552411137,0,1,0,0,0,1
1,2,0,0.950728376293844,0,0,1,1,0,2.6390573296152584,0,1,0,0,0,1
1,3,1,-0.5574601720312115,0,0,1,1,0,2.169053700369523,1,0,0,0,1,0
1,1,1,-0.25582246236620043,0,0,1,1,0,4.380149874661021,1,0,0,0,0,1
1,1,1,-0.7836884542799698,1,0,2,0,1,4.5226490762785785,0,0,1,0,0,0
0,2,0,0.49827181179632735,0,0,1,1,1,2.630088659632498,0,1,0,0,0,0
0,3,1,-0.40664131719870594,0,0,1,1,0,2.2874714551839976,1,0,0,0,0,1
0,3,0,-0.40664131719870594,0,0,1,1,0,2.1855792552411137,0,1,0,0,0,1
0,1,0,0.04581524729881069,0,0,1,1,0,3.357621598945279,0,1,0,0,0,0
0,3,0,-0.44434603090683233,0,0,1,1,0,2.1076888046179385,0,1,0,0,0,0
0,1,1,-2.065648720356267,1,2,4,0,1,5.027492411162679,1,0,0,0,0,1
1,1,0,0.04581524729881069,0,0,1,1,1,3.449987545831587,0,1,0,0,0,1
1,1,1,1.5540037956238661,0,1,2,0,1,5.515526544247129,0,0,1,0,0,0
1,3,1,-0.6328695994474642,0,0,1,1,0,2.169053700369523,1,0,0,0,1,0
